division,division_id,group,group_id
"Agricultural, Veterinary And Food Sciences",300000,Forestry sciences,300700
"Agricultural, Veterinary And Food Sciences",300000,Forestry sciences,300700
"Agricultural, Veterinary And Food Sciences",300000,Forestry sciences,300700
"Agricultural, Veterinary And Food Sciences",300000,Forestry sciences,300700
"Agricultural, Veterinary And Food Sciences",300000,Forestry sciences,300700
"Agricultural, Veterinary And Food Sciences",300000,Forestry sciences,300700
"Agricultural, Veterinary And Food Sciences",300000,Forestry sciences,300700
"Agricultural, Veterinary And Food Sciences",300000,Forestry sciences,300700
"Agricultural, Veterinary And Food Sciences",300000,Forestry sciences,300700
"Agricultural, Veterinary And Food Sciences",300000,Forestry sciences,300700
"Agricultural, Veterinary And Food Sciences",300000,Forestry sciences,300700
"Agricultural, Veterinary And Food Sciences",300000,Horticultural production,300800
"Agricultural, Veterinary And Food Sciences",300000,Horticultural production,300800
"Agricultural, Veterinary And Food Sciences",300000,Horticultural production,300800
"Agricultural, Veterinary And Food Sciences",300000,Horticultural production,300800
"Agricultural, Veterinary And Food Sciences",300000,Horticultural production,300800
"Agricultural, Veterinary And Food Sciences",300000,Horticultural production,300800
"Agricultural, Veterinary And Food Sciences",300000,Horticultural production,300800
"Agricultural, Veterinary And Food Sciences",300000,Veterinary sciences,300900
"Agricultural, Veterinary And Food Sciences",300000,Veterinary sciences,300900
"Agricultural, Veterinary And Food Sciences",300000,Veterinary sciences,300900
"Agricultural, Veterinary And Food Sciences",300000,Veterinary sciences,300900
"Agricultural, Veterinary And Food Sciences",300000,Veterinary sciences,300900
"Agricultural, Veterinary And Food Sciences",300000,Veterinary sciences,300900
"Agricultural, Veterinary And Food Sciences",300000,Veterinary sciences,300900
"Agricultural, Veterinary And Food Sciences",300000,Veterinary sciences,300900
"Agricultural, Veterinary And Food Sciences",300000,Veterinary sciences,300900
"Agricultural, Veterinary And Food Sciences",300000,Veterinary sciences,300900
"Agricultural, Veterinary And Food Sciences",300000,Veterinary sciences,300900
"Agricultural, Veterinary And Food Sciences",300000,Veterinary sciences,300900
"Agricultural, Veterinary And Food Sciences",300000,Veterinary sciences,300900
"Agricultural, Veterinary And Food Sciences",300000,Veterinary sciences,300900
"Agricultural, Veterinary And Food Sciences",300000,Veterinary sciences,300900
"Agricultural, Veterinary And Food Sciences",300000,"Other agricultural, veterinary and food sciences",309900
Biological Sciences,310000,Biochemistry and cell biology,310100
Biological Sciences,310000,Biochemistry and cell biology,310100
Biological Sciences,310000,Biochemistry and cell biology,310100
Biological Sciences,310000,Biochemistry and cell biology,310100
Biological Sciences,310000,Biochemistry and cell biology,310100
Biological Sciences,310000,Biochemistry and cell biology,310100
Biological Sciences,310000,Biochemistry and cell biology,310100
Biological Sciences,310000,Biochemistry and cell biology,310100
Biological Sciences,310000,Biochemistry and cell biology,310100
Biological Sciences,310000,Biochemistry and cell biology,310100
Biological Sciences,310000,Biochemistry and cell biology,310100
Biological Sciences,310000,Biochemistry and cell biology,310100
Biological Sciences,310000,Biochemistry and cell biology,310100
Biological Sciences,310000,Biochemistry and cell biology,310100
Biological Sciences,310000,Biochemistry and cell biology,310100
Biological Sciences,310000,Bioinformatics and computational biology,310200
Biological Sciences,310000,Bioinformatics and computational biology,310200
Biological Sciences,310000,Bioinformatics and computational biology,310200
Biological Sciences,310000,Bioinformatics and computational biology,310200
Biological Sciences,310000,Bioinformatics and computational biology,310200
Biological Sciences,310000,Bioinformatics and computational biology,310200
Biological Sciences,310000,Bioinformatics and computational biology,310200
Biological Sciences,310000,Bioinformatics and computational biology,310200
Biological Sciences,310000,Bioinformatics and computational biology,310200
Biological Sciences,310000,Ecology,310300
Biological Sciences,310000,Ecology,310300
Biological Sciences,310000,Ecology,310300
Biological Sciences,310000,Ecology,310300
Biological Sciences,310000,Ecology,310300
Biological Sciences,310000,Ecology,310300
Biological Sciences,310000,Ecology,310300
Biological Sciences,310000,Ecology,310300
Biological Sciences,310000,Ecology,310300
Biological Sciences,310000,Evolutionary biology,310400
Biological Sciences,310000,Evolutionary biology,310400
Biological Sciences,310000,Evolutionary biology,310400
Biological Sciences,310000,Evolutionary biology,310400
Biological Sciences,310000,Evolutionary biology,310400
Biological Sciences,310000,Evolutionary biology,310400
Biological Sciences,310000,Evolutionary biology,310400
Biological Sciences,310000,Evolutionary biology,310400
Biological Sciences,310000,Evolutionary biology,310400
Biological Sciences,310000,Evolutionary biology,310400
Biological Sciences,310000,Evolutionary biology,310400
Biological Sciences,310000,Evolutionary biology,310400
Biological Sciences,310000,Evolutionary biology,310400
Biological Sciences,310000,Genetics,310500
Biological Sciences,310000,Genetics,310500
Biological Sciences,310000,Genetics,310500
Biological Sciences,310000,Genetics,310500
Biological Sciences,310000,Genetics,310500
Biological Sciences,310000,Genetics,310500
Biological Sciences,310000,Genetics,310500
Biological Sciences,310000,Genetics,310500
Biological Sciences,310000,Genetics,310500
Biological Sciences,310000,Genetics,310500
Biological Sciences,310000,Genetics,310500
Biological Sciences,310000,Genetics,310500
Biological Sciences,310000,Industrial biotechnology,310600
Biological Sciences,310000,Industrial biotechnology,310600
Biological Sciences,310000,Industrial biotechnology,310600
Biological Sciences,310000,Industrial biotechnology,310600
Biological Sciences,310000,Industrial biotechnology,310600
Biological Sciences,310000,Industrial biotechnology,310600
Biological Sciences,310000,Industrial biotechnology,310600
Biological Sciences,310000,Industrial biotechnology,310600
Biological Sciences,310000,Microbiology,310700
Biological Sciences,310000,Microbiology,310700
Biological Sciences,310000,Microbiology,310700
Biological Sciences,310000,Microbiology,310700
Biological Sciences,310000,Microbiology,310700
Biological Sciences,310000,Microbiology,310700
Biological Sciences,310000,Microbiology,310700
Biological Sciences,310000,Plant biology,310800
Biological Sciences,310000,Plant biology,310800
Biological Sciences,310000,Plant biology,310800
Biological Sciences,310000,Plant biology,310800
Biological Sciences,310000,Plant biology,310800
Biological Sciences,310000,Plant biology,310800
Biological Sciences,310000,Plant biology,310800
Biological Sciences,310000,Zoology,310900
Biological Sciences,310000,Zoology,310900
Biological Sciences,310000,Zoology,310900
Biological Sciences,310000,Zoology,310900
Biological Sciences,310000,Zoology,310900
Biological Sciences,310000,Zoology,310900
Biological Sciences,310000,Zoology,310900
Biological Sciences,310000,Zoology,310900
Biological Sciences,310000,Zoology,310900
Biological Sciences,310000,Zoology,310900
Biological Sciences,310000,Zoology,310900
Biological Sciences,310000,Zoology,310900
Biological Sciences,310000,Zoology,310900
Biological Sciences,310000,Zoology,310900
Biological Sciences,310000,Zoology,310900
Biological Sciences,310000,Other biological sciences,319900
Biological Sciences,310000,Other biological sciences,319900
Biological Sciences,310000,Other biological sciences,319900
Biomedical And Clinical Sciences,320000,Cardiovascular medicine and haematology,320100
Biomedical And Clinical Sciences,320000,Cardiovascular medicine and haematology,320100
Biomedical And Clinical Sciences,320000,Cardiovascular medicine and haematology,320100
Biomedical And Clinical Sciences,320000,Cardiovascular medicine and haematology,320100
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Clinical sciences,320200
Biomedical And Clinical Sciences,320000,Dentistry,320300
Biomedical And Clinical Sciences,320000,Dentistry,320300
Biomedical And Clinical Sciences,320000,Dentistry,320300
Biomedical And Clinical Sciences,320000,Dentistry,320300
Biomedical And Clinical Sciences,320000,Dentistry,320300
Biomedical And Clinical Sciences,320000,Dentistry,320300
Biomedical And Clinical Sciences,320000,Dentistry,320300
Biomedical And Clinical Sciences,320000,Dentistry,320300
Biomedical And Clinical Sciences,320000,Dentistry,320300
Biomedical And Clinical Sciences,320000,Dentistry,320300
Biomedical And Clinical Sciences,320000,Dentistry,320300
Biomedical And Clinical Sciences,320000,Dentistry,320300
Biomedical And Clinical Sciences,320000,Dentistry,320300
Biomedical And Clinical Sciences,320000,Immunology,320400
Biomedical And Clinical Sciences,320000,Immunology,320400
Biomedical And Clinical Sciences,320000,Immunology,320400
Biomedical And Clinical Sciences,320000,Immunology,320400
Biomedical And Clinical Sciences,320000,Immunology,320400
Biomedical And Clinical Sciences,320000,Immunology,320400
Biomedical And Clinical Sciences,320000,Immunology,320400
Biomedical And Clinical Sciences,320000,Immunology,320400
Biomedical And Clinical Sciences,320000,Immunology,320400
Biomedical And Clinical Sciences,320000,Immunology,320400
Biomedical And Clinical Sciences,320000,Medical biochemistry and metabolomics,320500
Biomedical And Clinical Sciences,320000,Medical biochemistry and metabolomics,320500
Biomedical And Clinical Sciences,320000,Medical biochemistry and metabolomics,320500
Biomedical And Clinical Sciences,320000,Medical biochemistry and metabolomics,320500
Biomedical And Clinical Sciences,320000,Medical biochemistry and metabolomics,320500
Biomedical And Clinical Sciences,320000,Medical biochemistry and metabolomics,320500
Biomedical And Clinical Sciences,320000,Medical biochemistry and metabolomics,320500
Biomedical And Clinical Sciences,320000,Medical biochemistry and metabolomics,320500
Biomedical And Clinical Sciences,320000,Medical biotechnology,320600
Biomedical And Clinical Sciences,320000,Medical biotechnology,320600
Biomedical And Clinical Sciences,320000,Medical biotechnology,320600
Biomedical And Clinical Sciences,320000,Medical biotechnology,320600
Biomedical And Clinical Sciences,320000,Medical biotechnology,320600
Biomedical And Clinical Sciences,320000,Medical biotechnology,320600
Biomedical And Clinical Sciences,320000,Medical biotechnology,320600
Biomedical And Clinical Sciences,320000,Medical microbiology,320700
Biomedical And Clinical Sciences,320000,Medical microbiology,320700
Biomedical And Clinical Sciences,320000,Medical microbiology,320700
Biomedical And Clinical Sciences,320000,Medical microbiology,320700
Biomedical And Clinical Sciences,320000,Medical microbiology,320700
Biomedical And Clinical Sciences,320000,Medical microbiology,320700
Biomedical And Clinical Sciences,320000,Medical physiology,320800
Biomedical And Clinical Sciences,320000,Medical physiology,320800
Biomedical And Clinical Sciences,320000,Medical physiology,320800
Biomedical And Clinical Sciences,320000,Medical physiology,320800
Biomedical And Clinical Sciences,320000,Neurosciences,320900
Biomedical And Clinical Sciences,320000,Neurosciences,320900
Biomedical And Clinical Sciences,320000,Neurosciences,320900
Biomedical And Clinical Sciences,320000,Neurosciences,320900
Biomedical And Clinical Sciences,320000,Neurosciences,320900
Biomedical And Clinical Sciences,320000,Neurosciences,320900
Biomedical And Clinical Sciences,320000,Neurosciences,320900
Biomedical And Clinical Sciences,320000,Neurosciences,320900
Biomedical And Clinical Sciences,320000,Nutrition and dietetics,321000
Biomedical And Clinical Sciences,320000,Nutrition and dietetics,321000
Biomedical And Clinical Sciences,320000,Nutrition and dietetics,321000
Biomedical And Clinical Sciences,320000,Nutrition and dietetics,321000
Biomedical And Clinical Sciences,320000,Nutrition and dietetics,321000
Biomedical And Clinical Sciences,320000,Nutrition and dietetics,321000
Biomedical And Clinical Sciences,320000,Nutrition and dietetics,321000
Biomedical And Clinical Sciences,320000,Oncology and carcinogenesis,321100
Biomedical And Clinical Sciences,320000,Oncology and carcinogenesis,321100
Biomedical And Clinical Sciences,320000,Oncology and carcinogenesis,321100
Biomedical And Clinical Sciences,320000,Oncology and carcinogenesis,321100
Biomedical And Clinical Sciences,320000,Oncology and carcinogenesis,321100
Biomedical And Clinical Sciences,320000,Oncology and carcinogenesis,321100
Biomedical And Clinical Sciences,320000,Oncology and carcinogenesis,321100
Biomedical And Clinical Sciences,320000,Oncology and carcinogenesis,321100
Biomedical And Clinical Sciences,320000,Oncology and carcinogenesis,321100
Biomedical And Clinical Sciences,320000,Oncology and carcinogenesis,321100
Biomedical And Clinical Sciences,320000,Oncology and carcinogenesis,321100
Biomedical And Clinical Sciences,320000,Oncology and carcinogenesis,321100
Biomedical And Clinical Sciences,320000,Ophthalmology and optometry,321200
Biomedical And Clinical Sciences,320000,Ophthalmology and optometry,321200
Biomedical And Clinical Sciences,320000,Ophthalmology and optometry,321200
Biomedical And Clinical Sciences,320000,Ophthalmology and optometry,321200
Biomedical And Clinical Sciences,320000,Ophthalmology and optometry,321200
Biomedical And Clinical Sciences,320000,Paediatrics,321300
Biomedical And Clinical Sciences,320000,Paediatrics,321300
Biomedical And Clinical Sciences,320000,Paediatrics,321300
Biomedical And Clinical Sciences,320000,Paediatrics,321300
Biomedical And Clinical Sciences,320000,Pharmacology and pharmaceutical sciences,321400
Biomedical And Clinical Sciences,320000,Pharmacology and pharmaceutical sciences,321400
Biomedical And Clinical Sciences,320000,Pharmacology and pharmaceutical sciences,321400
Biomedical And Clinical Sciences,320000,Pharmacology and pharmaceutical sciences,321400
Biomedical And Clinical Sciences,320000,Pharmacology and pharmaceutical sciences,321400
Biomedical And Clinical Sciences,320000,Pharmacology and pharmaceutical sciences,321400
Biomedical And Clinical Sciences,320000,Pharmacology and pharmaceutical sciences,321400
Biomedical And Clinical Sciences,320000,Pharmacology and pharmaceutical sciences,321400
Biomedical And Clinical Sciences,320000,Reproductive medicine,321500
Biomedical And Clinical Sciences,320000,Reproductive medicine,321500
Biomedical And Clinical Sciences,320000,Reproductive medicine,321500
Biomedical And Clinical Sciences,320000,Reproductive medicine,321500
Biomedical And Clinical Sciences,320000,Other biomedical and clinical sciences,329900
Built Environment And Design,330000,Architecture,330100
Built Environment And Design,330000,Architecture,330100
Built Environment And Design,330000,Architecture,330100
Built Environment And Design,330000,Architecture,330100
Built Environment And Design,330000,Architecture,330100
Built Environment And Design,330000,Architecture,330100
Built Environment And Design,330000,Architecture,330100
Built Environment And Design,330000,Architecture,330100
Built Environment And Design,330000,Architecture,330100
Built Environment And Design,330000,Architecture,330100
Built Environment And Design,330000,Architecture,330100
Built Environment And Design,330000,Building,330200
Built Environment And Design,330000,Building,330200
Built Environment And Design,330000,Building,330200
Built Environment And Design,330000,Building,330200
Built Environment And Design,330000,Building,330200
Built Environment And Design,330000,Building,330200
Built Environment And Design,330000,Building,330200
Built Environment And Design,330000,Building,330200
Built Environment And Design,330000,Design,330300
Built Environment And Design,330000,Design,330300
Built Environment And Design,330000,Design,330300
Built Environment And Design,330000,Design,330300
Built Environment And Design,330000,Design,330300
Built Environment And Design,330000,Design,330300
Built Environment And Design,330000,Design,330300
Built Environment And Design,330000,Design,330300
Built Environment And Design,330000,Design,330300
Built Environment And Design,330000,Design,330300
Built Environment And Design,330000,Design,330300
Built Environment And Design,330000,Design,330300
Built Environment And Design,330000,Design,330300
Built Environment And Design,330000,Design,330300
Built Environment And Design,330000,Design,330300
Built Environment And Design,330000,Design,330300
Built Environment And Design,330000,Design,330300
Built Environment And Design,330000,Urban and regional planning,330400
Built Environment And Design,330000,Urban and regional planning,330400
Built Environment And Design,330000,Urban and regional planning,330400
Built Environment And Design,330000,Urban and regional planning,330400
Built Environment And Design,330000,Urban and regional planning,330400
Built Environment And Design,330000,Urban and regional planning,330400
Built Environment And Design,330000,Urban and regional planning,330400
Built Environment And Design,330000,Urban and regional planning,330400
Built Environment And Design,330000,Urban and regional planning,330400
Built Environment And Design,330000,Urban and regional planning,330400
Built Environment And Design,330000,Urban and regional planning,330400
Built Environment And Design,330000,Urban and regional planning,330400
Built Environment And Design,330000,Urban and regional planning,330400
Built Environment And Design,330000,Urban and regional planning,330400
Built Environment And Design,330000,Other built environment and design,339900
Chemical Sciences,340000,Analytical chemistry,340100
Chemical Sciences,340000,Analytical chemistry,340100
Chemical Sciences,340000,Analytical chemistry,340100
Chemical Sciences,340000,Analytical chemistry,340100
Chemical Sciences,340000,Analytical chemistry,340100
Chemical Sciences,340000,Analytical chemistry,340100
Chemical Sciences,340000,Analytical chemistry,340100
Chemical Sciences,340000,Analytical chemistry,340100
Chemical Sciences,340000,Analytical chemistry,340100
Chemical Sciences,340000,Analytical chemistry,340100
Chemical Sciences,340000,Inorganic chemistry,340200
Chemical Sciences,340000,Inorganic chemistry,340200
Chemical Sciences,340000,Inorganic chemistry,340200
Chemical Sciences,340000,Inorganic chemistry,340200
Chemical Sciences,340000,Inorganic chemistry,340200
Chemical Sciences,340000,Inorganic chemistry,340200
Chemical Sciences,340000,Inorganic chemistry,340200
Chemical Sciences,340000,Inorganic chemistry,340200
Chemical Sciences,340000,Inorganic chemistry,340200
Chemical Sciences,340000,Inorganic chemistry,340200
Chemical Sciences,340000,Inorganic chemistry,340200
Chemical Sciences,340000,Inorganic chemistry,340200
Chemical Sciences,340000,Macromolecular and materials chemistry,340300
Chemical Sciences,340000,Macromolecular and materials chemistry,340300
Chemical Sciences,340000,Macromolecular and materials chemistry,340300
Chemical Sciences,340000,Macromolecular and materials chemistry,340300
Chemical Sciences,340000,Macromolecular and materials chemistry,340300
Chemical Sciences,340000,Macromolecular and materials chemistry,340300
Chemical Sciences,340000,Macromolecular and materials chemistry,340300
Chemical Sciences,340000,Macromolecular and materials chemistry,340300
Chemical Sciences,340000,Macromolecular and materials chemistry,340300
Chemical Sciences,340000,Macromolecular and materials chemistry,340300
Chemical Sciences,340000,Medicinal and biomolecular chemistry,340400
Chemical Sciences,340000,Medicinal and biomolecular chemistry,340400
Chemical Sciences,340000,Medicinal and biomolecular chemistry,340400
Chemical Sciences,340000,Medicinal and biomolecular chemistry,340400
Chemical Sciences,340000,Medicinal and biomolecular chemistry,340400
Chemical Sciences,340000,Medicinal and biomolecular chemistry,340400
Chemical Sciences,340000,Medicinal and biomolecular chemistry,340400
Chemical Sciences,340000,Medicinal and biomolecular chemistry,340400
Chemical Sciences,340000,Organic chemistry,340500
Chemical Sciences,340000,Organic chemistry,340500
Chemical Sciences,340000,Organic chemistry,340500
Chemical Sciences,340000,Organic chemistry,340500
Chemical Sciences,340000,Organic chemistry,340500
Chemical Sciences,340000,Organic chemistry,340500
Chemical Sciences,340000,Physical chemistry,340600
Chemical Sciences,340000,Physical chemistry,340600
Chemical Sciences,340000,Physical chemistry,340600
Chemical Sciences,340000,Physical chemistry,340600
Chemical Sciences,340000,Physical chemistry,340600
Chemical Sciences,340000,Physical chemistry,340600
Chemical Sciences,340000,Physical chemistry,340600
Chemical Sciences,340000,Physical chemistry,340600
Chemical Sciences,340000,Physical chemistry,340600
Chemical Sciences,340000,Physical chemistry,340600
Chemical Sciences,340000,Theoretical and computational chemistry,340700
Chemical Sciences,340000,Theoretical and computational chemistry,340700
Chemical Sciences,340000,Theoretical and computational chemistry,340700
Chemical Sciences,340000,Theoretical and computational chemistry,340700
Chemical Sciences,340000,Theoretical and computational chemistry,340700
Chemical Sciences,340000,Other chemical sciences,349900
Chemical Sciences,340000,Other chemical sciences,349900
"Commerce, Management, Tourism And Services",350000,"Accounting, auditing and accountability",350100
"Commerce, Management, Tourism And Services",350000,"Accounting, auditing and accountability",350100
"Commerce, Management, Tourism And Services",350000,"Accounting, auditing and accountability",350100
"Commerce, Management, Tourism And Services",350000,"Accounting, auditing and accountability",350100
"Commerce, Management, Tourism And Services",350000,"Accounting, auditing and accountability",350100
"Commerce, Management, Tourism And Services",350000,"Accounting, auditing and accountability",350100
"Commerce, Management, Tourism And Services",350000,"Accounting, auditing and accountability",350100
"Commerce, Management, Tourism And Services",350000,"Accounting, auditing and accountability",350100
"Commerce, Management, Tourism And Services",350000,"Accounting, auditing and accountability",350100
"Commerce, Management, Tourism And Services",350000,"Banking, finance and investment",350200
"Commerce, Management, Tourism And Services",350000,"Banking, finance and investment",350200
"Commerce, Management, Tourism And Services",350000,"Banking, finance and investment",350200
"Commerce, Management, Tourism And Services",350000,"Banking, finance and investment",350200
"Commerce, Management, Tourism And Services",350000,"Banking, finance and investment",350200
"Commerce, Management, Tourism And Services",350000,"Banking, finance and investment",350200
"Commerce, Management, Tourism And Services",350000,"Banking, finance and investment",350200
"Commerce, Management, Tourism And Services",350000,"Banking, finance and investment",350200
"Commerce, Management, Tourism And Services",350000,"Banking, finance and investment",350200
"Commerce, Management, Tourism And Services",350000,"Banking, finance and investment",350200
"Commerce, Management, Tourism And Services",350000,Business systems in context,350300
"Commerce, Management, Tourism And Services",350000,Business systems in context,350300
"Commerce, Management, Tourism And Services",350000,Business systems in context,350300
"Commerce, Management, Tourism And Services",350000,Business systems in context,350300
"Commerce, Management, Tourism And Services",350000,Business systems in context,350300
"Commerce, Management, Tourism And Services",350000,Business systems in context,350300
"Commerce, Management, Tourism And Services",350000,Business systems in context,350300
"Commerce, Management, Tourism And Services",350000,Business systems in context,350300
"Commerce, Management, Tourism And Services",350000,Commercial services,350400
"Commerce, Management, Tourism And Services",350000,Commercial services,350400
"Commerce, Management, Tourism And Services",350000,Commercial services,350400
"Commerce, Management, Tourism And Services",350000,Commercial services,350400
"Commerce, Management, Tourism And Services",350000,Commercial services,350400
"Commerce, Management, Tourism And Services",350000,Commercial services,350400
"Commerce, Management, Tourism And Services",350000,Human resources and industrial relations,350500
"Commerce, Management, Tourism And Services",350000,Human resources and industrial relations,350500
"Commerce, Management, Tourism And Services",350000,Human resources and industrial relations,350500
"Commerce, Management, Tourism And Services",350000,Human resources and industrial relations,350500
"Commerce, Management, Tourism And Services",350000,Human resources and industrial relations,350500
"Commerce, Management, Tourism And Services",350000,Human resources and industrial relations,350500
"Commerce, Management, Tourism And Services",350000,Human resources and industrial relations,350500
"Commerce, Management, Tourism And Services",350000,Human resources and industrial relations,350500
"Commerce, Management, Tourism And Services",350000,Marketing,350600
"Commerce, Management, Tourism And Services",350000,Marketing,350600
"Commerce, Management, Tourism And Services",350000,Marketing,350600
"Commerce, Management, Tourism And Services",350000,Marketing,350600
"Commerce, Management, Tourism And Services",350000,Marketing,350600
"Commerce, Management, Tourism And Services",350000,Marketing,350600
"Commerce, Management, Tourism And Services",350000,Marketing,350600
"Commerce, Management, Tourism And Services",350000,Marketing,350600
"Commerce, Management, Tourism And Services",350000,Marketing,350600
"Commerce, Management, Tourism And Services",350000,Marketing,350600
"Commerce, Management, Tourism And Services",350000,Marketing,350600
"Commerce, Management, Tourism And Services",350000,Marketing,350600
"Commerce, Management, Tourism And Services",350000,Marketing,350600
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
